"System.Time_Stamp","vtti.timestamp","vtti.file_id","IMU.Accel_X","IMU.Accel_Y","IMU.Accel_Z","Head_Unit.Alcohol_Level_Raw","Head_Unit.Day","IMU.Button_Press","Head_Unit.MSL_Altitude","IMU.Gyro_X","IMU.Gyro_Y","IMU.Gyro_Z","Mask.Confidence","Mask.X","Mask.X_Cal_0","Mask.Y","Mask.Y_Cal_0","Mask.Z","Mask.Z_Cal_0","Mask.X_Rotation","Mask.X_Rotation_Cal_0","Mask.Y_Rotation","Mask.Y_Rotation_Cal_0","Mask.Z_Rotation","Mask.Z_Rotation_Cal_0","Head_Unit.Heading","Road.Scout.Lane_Offset","Road.Scout.Estimated_Lane_Width","Head_Unit.Latitude","Road.Scout.Left_Lane_Distance_To_Right_Side","Road.Scout.Left_Lane_Probability_Marker_Exists","Road.Scout.Left_Lane_Right_Marker","Head_Unit.Light_Level_Raw","Head_Unit.Longitude","Head_Unit.Month","Head_Unit.Satellites_Used","SMS.Object_ID_T0","SMS.Object_ID_T1","SMS.Object_ID_T2","SMS.Object_ID_T3","SMS.Object_ID_T4","SMS.Object_ID_T5","SMS.Object_ID_T6","SMS.Object_ID_T7","Head_Unit.PDOP","SMS.X_Velocity_T0","SMS.X_Velocity_T1","SMS.X_Velocity_T2","SMS.X_Velocity_T3","SMS.X_Velocity_T4","SMS.X_Velocity_T5","SMS.X_Velocity_T6","SMS.X_Velocity_T7","SMS.Y_Velocity_T0","SMS.Y_Velocity_T1","SMS.Y_Velocity_T2","SMS.Y_Velocity_T3","SMS.Y_Velocity_T4","SMS.Y_Velocity_T5","SMS.Y_Velocity_T6","SMS.Y_Velocity_T7","SMS.X_Range_T0","SMS.X_Range_T1","SMS.X_Range_T2","SMS.X_Range_T3","SMS.X_Range_T4","SMS.X_Range_T5","SMS.X_Range_T6","SMS.X_Range_T7","SMS.Y_Range_T0","SMS.Y_Range_T1","SMS.Y_Range_T2","SMS.Y_Range_T3","SMS.Y_Range_T4","SMS.Y_Range_T5","SMS.Y_Range_T6","SMS.Y_Range_T7","Road.Scout.Right_Lane_Distance_To_Left_Side","Road.Scout.Right_Lane_Probability_Marker_Exists","Road.Scout.Right_Lane_Left_Marker","Head_Unit.Speed","FOT_Control.Speed","Head_Unit.Cabin_Temperature","Head_Unit.Time_Of_Day","System.video_frame","Head_Unit.Year","VehicleCAN_1.BrakePedalPosition","VehicleCAN_1.BrakePressure","VehicleCAN_1.VSELateralAcceleration","VehicleCAN_1.VSELongitudinalAcceleration","VehicleCAN_1.VehicleDynamicsYawRate","VehicleCAN_1.VehicleOdometer","VehicleNetworkBox.AdaptiveCruiseControlActive","VehicleNetworkBox.AdaptiveCruiseControlDriverSelectedSpeed","VehicleNetworkBox.AdaptiveCruiseControlHeadwaySetting","VehicleNetworkBox.CruiseControlActive","VehicleNetworkBox.CruiseControlDriverSelectedSpeed","VehicleNetworkBox.DriverAirbagDeploymentStatus","VehicleNetworkBox.DriverSeatbeltAttached","VehicleNetworkBox.DriverSeatbeltStatus","VehicleNetworkBox.DriverShiftControlTargetGear","VehicleNetworkBox.EngineSpeed","VehicleNetworkBox.FCAAlertOffIndicationOn","VehicleNetworkBox.FCAAlertPresent","VehicleNetworkBox.FCABrakePrefillRequest","VehicleNetworkBox.FCAGapStng","VehicleNetworkBox.FCAHeadwaySettingIndicationOn","VehicleNetworkBox.FrontPassengerSeatStatus","VehicleNetworkBox.LDWIndicator1","VehicleNetworkBox.LDWIndicator2","VehicleNetworkBox.LDWWarningDisabled","VehicleNetworkBox.LateralAcceleration","VehicleNetworkBox.LeftSideAirbagDeployed","VehicleNetworkBox.ParkLightLeftIndicationOn","VehicleNetworkBox.ParkLightLeftOn","VehicleNetworkBox.ParkLightRightIndicationOn","VehicleNetworkBox.ParkLightRightOn","VehicleNetworkBox.PassengerAirbagDeploymentStatus","VehicleNetworkBox.PassengerSeatOccupancyStatus","VehicleNetworkBox.PassengerSeatbeltAttached","VehicleNetworkBox.PassengerSeatbeltStatus","VehicleNetworkBox.RearLeftSeatbeltAttached","VehicleNetworkBox.RearMiddleSeatbeltAttached","VehicleNetworkBox.RearRightSeatbeltAttached","VehicleNetworkBox.ReversingLamp","VehicleNetworkBox.RightSideAirbagDeployed","VehicleNetworkBox.SecondRowCenterSeatStatus","VehicleNetworkBox.SecondRowLeftSeatStatus","VehicleNetworkBox.SecondRowLeftSeatbeltStatus","VehicleNetworkBox.SecondRowMiddleSeatbeltStatus","VehicleNetworkBox.SecondRowRightSeatStatus","VehicleNetworkBox.SecondRowRightSeatbeltStatus","VehicleNetworkBox.VehAheadDistance_FollowingDistance","VehicleNetworkBox.VehAheadDistance_FollowingTime","VehicleNetworkBox.VehicleDynamicsYawRate","VehicleNetworkBox.WindshieldWiperActive","VehicleNetworkBox.YawRate","VehicleCAN_1.ParkBrakeSwitchActive","VehicleNetworkBox.ParkBrakeSwitchActive","VehicleNetworkBox.ParkingAssistanceCleanIndicationOn","VehicleNetworkBox.ParkingAssistanceDisbaledIndicationOn","VehicleNetworkBox.ParkingAssistanceFailed","VehicleNetworkBox.ParkingAssistanceFrontExtendedDistance","VehicleNetworkBox.ParkingAssistanceFrontRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceFrontSensorBlocked","VehicleNetworkBox.ParkingAssistanceFrontSystemStatus","VehicleNetworkBox.ParkingAssistanceRearExtendedDistance","VehicleNetworkBox.ParkingAssistanceRearRegion1ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion2ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion3ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearRegion4ObjectStatus","VehicleNetworkBox.ParkingAssistanceRearSensorBlocked","VehicleNetworkBox.ParkingAssistanceRearSystemStatus","VehicleNetworkBox.ParkingAssistanceSensorsDisturbedIndicationOn","VehicleNetworkBox.ParkingAssistanceStatus","VehicleNetworkBox.ParkingLightActive","VehicleNetworkBox.ParkingLightsActive","VehicleNetworkBox.ParkLightIndicationOn","VehicleNetworkBox.ParkLightLeftIndicationOn.1","VehicleNetworkBox.ParkLightLeftOn.1","VehicleNetworkBox.ParkLightRightIndicationOn.1","VehicleNetworkBox.ParkLightRightOn.1","MobilEye.PedFCW","MobilEye.LanesOn","MobilEye.FCWOn","Road.Scout.Left_Lane_Left_Marker"
8389,840700,168407,0.0377,-0.0203,-0.9918,NA,NA,NA,NA,0,-0.325195,0,NA,NA,-21,NA,93,NA,609,NA,0.006,NA,-0.269,NA,0.072,NA,-1028.680542,3657.599854,NA,-960,10,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.3,2.5,-9,5.7,NA,NA,NA,NA,0.5,0.4,0.3,2.5,NA,NA,NA,NA,6.464,18.528002,38.752003,39.552002,NA,NA,NA,NA,-0.384,1.536,5.856,4.928,NA,NA,NA,NA,2697,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8390,840800,168407,0.0435,-0.0145,-0.9831,4040,NA,NA,NA,0.650391,-0.650391,0,0,-33,NA,101,NA,620,NA,-0.067,NA,-0.19,NA,-0.075,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,478,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.4,2.5,-8.9,5.6,NA,NA,NA,NA,0.5,0.4,-0.1,2.6,NA,NA,NA,NA,6.848001,18.944,37.440002,40.416,NA,NA,NA,NA,-0.288,1.6,5.664,5.344,NA,NA,NA,NA,2697,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8391,840900,168407,0.0232,-0.0232,-0.986,NA,NA,NA,NA,0.975586,-0.325195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.4,2.5,-8.8,5.6,NA,NA,NA,NA,0.6,0.4,-0.1,2.6,NA,NA,NA,NA,7.008,19.136002,36.800003,40.864002,NA,NA,NA,NA,-0.224,1.632,5.632,5.536,NA,NA,NA,NA,2697,0,0,NA,3.789063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8392,841000,168407,0.0261,-0.0348,-0.986,NA,NA,NA,NA,-0.325195,0.325195,0.325195,130,-86,NA,113,NA,628,NA,0.015,NA,-0.168,NA,0.013,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.4,2.5,-8.8,5.7,NA,NA,NA,NA,0.6,0.3,0.1,2,NA,NA,NA,NA,7.104001,19.328001,36.128002,41.440002,NA,NA,NA,NA,-0.16,1.6,5.792,4.992,NA,NA,NA,NA,2697,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8393,841100,168407,0.0348,-0.0203,-0.986,4018,NA,NA,NA,-0.650391,0,0.325195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,474,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.3,2.5,-8.8,5.7,NA,NA,NA,NA,0.7,0.3,0.2,2.2,NA,NA,NA,NA,6.784,19.584002,35.360001,41.984001,NA,NA,NA,NA,-0.032,1.632,5.856,5.472,NA,NA,NA,NA,2697,0,0,NA,3.875868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8394,841200,168407,0.029,-0.0029,-0.9918,NA,NA,NA,NA,0.325195,0,0.650391,130,-89,NA,116,NA,647,NA,-0.033,NA,-0.17,NA,-0.01,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.4,2.6,-8.6,5.6,NA,NA,NA,NA,0.8,0.4,0.2,2.5,NA,NA,NA,NA,6.976,19.936001,34.080002,42.816002,NA,NA,NA,NA,0.128,1.696,5.888,6.144,NA,NA,NA,NA,2697,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8395,841300,168407,0.0261,-0.0029,-0.9889,4041,NA,NA,NA,NA,NA,NA,130,-89,NA,116,NA,646,NA,-0.016,NA,-0.176,NA,0.004,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,746,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.4,2.6,-8.7,5.6,NA,NA,NA,NA,0.7,0.3,0.2,2.6,NA,NA,NA,NA,7.2,20.160002,33.408001,43.232002,NA,NA,NA,NA,0.128,1.696,5.92,6.4,NA,NA,NA,NA,2697,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8396,841400,168407,0.0145,-0.0116,-1.0034,NA,NA,NA,NA,0,0,0.975586,130,-88,NA,114,NA,638,NA,-0.038,NA,-0.17,NA,0.01,NA,NA,-1028.680542,3657.599854,NA,-960,10,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.4,2.6,-8.5,5.5,NA,NA,NA,NA,0.7,0.4,-0.1,2.7,NA,NA,NA,NA,7.328001,20.352001,32.800003,43.68,NA,NA,NA,NA,0.16,1.76,6.4,6.656,NA,NA,NA,NA,2697,0,0,NA,3.953993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8397,841500,168407,0.0319,0,-0.9628,NA,28,NA,27,0,0.325195,0.975586,130,-86,NA,114,NA,634,NA,-0.021,NA,-0.188,NA,0.016,NA,157.009995,38.119495,3708.398926,31.140587,-2052,18,0,NA,121.356483,12,7,36,13,35,31,NA,NA,NA,NA,14,1.5,2.7,-8.4,5.5,NA,NA,NA,NA,0.8,0.4,0,2.8,NA,NA,NA,NA,7.552001,20.768002,31.136002,44.512001,NA,NA,NA,NA,0.32,1.824,6.752,7.168,NA,NA,NA,NA,1656,0,0,3.26644,3.984375,NA,37376000,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8398,841600,168407,0.0435,-0.0261,-0.9599,4041,NA,NA,NA,-0.650391,-0.650391,1.625977,130,-86,NA,112,NA,627,NA,0.01,NA,-0.162,NA,0.032,NA,NA,195.599991,3657.599854,NA,-2184,22,0,744,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.5,2.7,-8.3,5.5,NA,NA,NA,NA,0.8,0.4,-0.1,2.8,NA,NA,NA,NA,7.712,20.960001,31.264002,44.928001,NA,NA,NA,NA,0.352,1.856,6.592,7.424,NA,NA,NA,NA,1473,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8399,841700,168407,0.0232,0,-0.9918,NA,NA,NA,NA,-0.975586,-0.975586,1.951172,76,-86,NA,112,NA,627,NA,0.01,NA,-0.162,NA,0.032,NA,NA,256.559814,3657.599854,NA,-2245,33,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.5,2.7,-8.2,5.5,NA,NA,NA,NA,0.8,0.4,-0.1,2.8,NA,NA,NA,NA,7.84,21.184002,30.656002,45.344002,NA,NA,NA,NA,0.48,1.92,6.496,7.68,NA,NA,NA,NA,1412,0,0,NA,4.019097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8400,841800,168407,0.0203,0.0058,-1.0034,4039,NA,NA,NA,-0.650391,-0.975586,1.951172,76,-84,NA,110,NA,612,NA,0.038,NA,-0.182,NA,0.053,NA,NA,330.219757,3642.359375,NA,-2311,33,0,732,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.6,2.8,-8.1,5.4,NA,NA,NA,NA,0.7,0.5,0.1,2.9,NA,NA,NA,NA,8.096001,21.6,29.376001,46.176003,NA,NA,NA,NA,0.512,2.048,6.72,8.224,NA,NA,NA,NA,1330,0,0,NA,4.05382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8401,841900,168407,0.0145,0.0029,-0.986,NA,NA,NA,NA,0.975586,-0.325195,1.300781,76,-77,NA,106,NA,586,NA,0.11,NA,-0.194,NA,0.07,NA,NA,1135.399536,3657.599854,NA,-3124,37,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.6,2.8,-8,5.4,NA,NA,NA,NA,0.8,0.6,-0.1,3,NA,NA,NA,NA,8.8,21.792002,28.736002,46.560001,NA,NA,NA,NA,0.704,2.208,6.624,8.512,NA,NA,NA,NA,533,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8402,842000,168407,0.0203,-0.0319,-0.986,NA,NA,NA,NA,0.325195,-0.650391,1.300781,76,-75,NA,105,NA,580,NA,0.193,NA,-0.174,NA,0.082,NA,NA,1460.519531,3667.759766,NA,-3454,39,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.6,2.7,-7.9,5.4,NA,NA,NA,NA,0.9,0.6,-0.1,3,NA,NA,NA,NA,8.96,21.984001,28.096001,46.976002,NA,NA,NA,NA,0.8,2.24,6.688,8.8,NA,NA,NA,NA,213,0,0,NA,4.092882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8403,842100,168407,0.0203,-0.087,-0.9918,4039,NA,NA,NA,-0.325195,-1.300781,0.650391,76,-75,NA,104,NA,578,NA,0.26,NA,-0.176,NA,0.096,NA,NA,1318.279785,3667.759766,NA,-3312,40,0,381,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.7,2.7,-7.8,5.5,NA,NA,NA,NA,0.7,0.6,-0.2,2.8,NA,NA,NA,NA,9.216001,22.400002,26.624001,48.256001,NA,NA,NA,NA,0.736,2.4,6.72,8.928,NA,NA,NA,NA,355,0,0,NA,4.131945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8404,842200,168407,0.0087,-0.0203,-0.9338,NA,NA,NA,NA,-0.975586,-1.300781,0,76,-76,NA,104,NA,578,NA,0.254,NA,-0.176,NA,0.096,NA,NA,1435.119629,3657.599854,NA,-3423,40,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.7,2.7,-7.7,5.5,NA,NA,NA,NA,0.7,0.7,-0.2,3,NA,NA,NA,NA,9.344001,22.592001,26.080002,48.672001,NA,NA,NA,NA,0.832,2.592,6.784,9.408,NA,NA,NA,NA,233,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8405,842300,168407,-0.0029,-0.0087,-1.0237,4039,NA,NA,NA,NA,NA,NA,76,-77,NA,107,NA,593,NA,0.124,NA,-0.128,NA,0.104,NA,NA,1490.999878,3657.599854,NA,-3479,43,0,417,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.7,2.6,-7.7,5.5,NA,NA,NA,NA,0.7,0.7,-0.2,3.1,NA,NA,NA,NA,9.472,22.752001,25.536001,49.056004,NA,NA,NA,NA,0.864,2.688,6.816,9.856,NA,NA,NA,NA,177,0,0,NA,4.162327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8406,842400,168407,-0.0087,-0.0029,-1.0266,NA,NA,NA,NA,0,0.650391,0.325195,73,-74,NA,103,NA,574,NA,0.306,NA,-0.181,NA,0.113,NA,NA,1460.519531,3657.599854,NA,-3449,47,0,NA,NA,NA,NA,36,13,35,31,NA,NA,NA,NA,NA,1.8,2.6,-7.5,5.4,NA,NA,NA,NA,0.7,0.7,-0.2,3.2,NA,NA,NA,NA,9.632001,23.168001,24.384001,49.856003,NA,NA,NA,NA,1.024,2.88,6.88,10.624,NA,NA,NA,NA,208,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
8407,842500,168407,0.0174,-0.029,-0.986,NA,28,NA,27,0.975586,0.650391,0,73,-74,NA,103,NA,574,NA,0.326,NA,-0.139,NA,0.171,NA,162.139999,1371.618042,3601.716309,31.140553,-3332,65,0,NA,121.356483,12,7,36,13,35,NA,NA,NA,NA,NA,14,1.9,2.6,-7.5,NA,NA,NA,NA,NA,0.7,0.7,-0.2,NA,NA,NA,NA,NA,9.792001,23.360001,23.808001,NA,NA,NA,NA,NA,1.088,2.976,6.912,NA,NA,NA,NA,NA,269,0,0,3.004096,4.205729,NA,37377000,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
